ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,14972,59888,0.06,0.61,38363328,38.36,640.58,14.72
2,Conv,46269,185076,0.19,1.89,398297088,398.30,2152.07,49.45
3,Conv,46275,185100,0.19,1.89,796594176,796.59,4303.59,98.89
4,MaxPool,19658,78632,0.08,0.80,0,0,0,0
5,Conv,46177,184708,0.18,1.89,589344768,589.34,3190.68,73.32
6,Remap,2704,10816,0.01,0.11,0,0,0,0
7,Conv,7094,28376,0.03,0.29,109137920,109.14,3846.13,88.38
8,Conv,7094,28376,0.03,0.29,109137920,109.14,3846.13,88.38
9,Conv,43717,174868,0.17,1.79,557494272,557.49,3188.09,73.26
10,Conv,18087,72348,0.07,0.74,305586176,305.59,4223.84,97.06
11,Conv,18087,72348,0.07,0.74,305586176,305.59,4223.84,97.06
12,Conv,43765,175060,0.18,1.79,557494272,557.49,3184.59,73.18
13,Remap,3824,15296,0.02,0.16,0,0,0,0
14,Conv,49440,197760,0.20,2.02,812851200,812.85,4110.29,94.45
15,MaxPool,11440,45760,0.05,0.47,0,0,0,0
16,Remap,1880,7520,0.01,0.08,0,0,0,0
17,Conv,7519,30076,0.03,0.31,90316800,90.32,3002.95,69.00
18,Conv,4064,16256,0.02,0.17,60211200,60.21,3703.94,85.11
19,Conv,4065,16260,0.02,0.17,60211200,60.21,3703.03,85.09
20,AveragePool,22664,90656,0.09,0.93,0,0,0,0
21,Conv,11189,44756,0.04,0.46,135475200,135.48,3026.97,69.55
22,Conv,11213,44852,0.04,0.46,135475200,135.48,3020.49,69.40
23,Conv,7605,30420,0.03,0.31,90316800,90.32,2968.99,68.22
24,Conv,16664,66656,0.07,0.68,203212800,203.21,3048.68,70.05
25,Remap,956,3824,0.00,0.04,0,0,0,0
26,Remap,956,3824,0.00,0.04,0,0,0,0
27,Remap,956,3824,0.00,0.04,0,0,0,0
28,Conv,7519,30076,0.03,0.31,90316800,90.32,3002.95,69.00
29,Conv,4065,16260,0.02,0.17,60211200,60.21,3703.03,85.09
30,Conv,4065,16260,0.02,0.17,60211200,60.21,3703.03,85.09
31,AveragePool,22664,90656,0.09,0.93,0,0,0,0
32,Conv,11189,44756,0.04,0.46,135475200,135.48,3026.97,69.55
33,Conv,11191,44764,0.04,0.46,135475200,135.48,3026.43,69.54
34,Conv,7554,30216,0.03,0.31,90316800,90.32,2989.04,68.68
35,Conv,16664,66656,0.07,0.68,203212800,203.21,3048.68,70.05
36,Remap,956,3824,0.00,0.04,0,0,0,0
37,Remap,956,3824,0.00,0.04,0,0,0,0
38,Remap,956,3824,0.00,0.04,0,0,0,0
39,Conv,7519,30076,0.03,0.31,90316800,90.32,3002.95,69.00
40,Conv,4065,16260,0.02,0.17,60211200,60.21,3703.03,85.09
41,Conv,4065,16260,0.02,0.17,60211200,60.21,3703.03,85.09
42,AveragePool,22664,90656,0.09,0.93,0,0,0,0
43,Conv,11155,44620,0.04,0.46,135475200,135.48,3036.20,69.77
44,Conv,11156,44624,0.04,0.46,135475200,135.48,3035.93,69.76
45,Conv,7602,30408,0.03,0.31,90316800,90.32,2970.17,68.25
46,Conv,16646,66584,0.07,0.68,203212800,203.21,3051.98,70.13
47,Remap,956,3824,0.00,0.04,0,0,0,0
48,Remap,956,3824,0.00,0.04,0,0,0,0
49,Remap,956,3824,0.00,0.04,0,0,0,0
50,Conv,7519,30076,0.03,0.31,90316800,90.32,3002.95,69.00
51,Conv,4065,16260,0.02,0.17,60211200,60.21,3703.03,85.09
52,Conv,4065,16260,0.02,0.17,60211200,60.21,3703.03,85.09
53,AveragePool,22664,90656,0.09,0.93,0,0,0,0
54,Conv,11188,44752,0.04,0.46,135475200,135.48,3027.24,69.56
55,Conv,11190,44760,0.04,0.46,135475200,135.48,3026.70,69.55
56,Conv,7552,30208,0.03,0.31,90316800,90.32,2989.83,68.70
57,Conv,16671,66684,0.07,0.68,203212800,203.21,3047.40,70.02
58,Remap,956,3824,0.00,0.04,0,0,0,0
59,Remap,956,3824,0.00,0.04,0,0,0,0
60,Remap,956,3824,0.00,0.04,0,0,0,0
61,Conv,58885,235540,0.24,2.41,767066112,767.07,3256.63,74.83
62,Conv,11224,44896,0.04,0.46,180633600,180.63,4023.38,92.45
63,MaxPool,7123,28492,0.03,0.29,0,0,0,0
64,Conv,63753,255012,0.26,2.60,948326400,948.33,3718.75,85.45
65,Conv,23104,92416,0.09,0.94,298303488,298.30,3227.83,74.17
66,Remap,944,3776,0.00,0.04,0,0,0,0
67,Remap,944,3776,0.00,0.04,0,0,0,0
68,Conv,17710,70840,0.07,0.72,227278848,227.28,3208.34,73.72
69,Conv,9889,39556,0.04,0.40,113639424,113.64,2872.87,66.01
70,Conv,9892,39568,0.04,0.40,113639424,113.64,2872.00,65.99
71,AveragePool,18632,74528,0.07,0.76,0,0,0,0
72,Conv,15504,62016,0.06,0.63,174010368,174.01,2805.89,64.47
73,Conv,12893,51572,0.05,0.53,149151744,149.15,2892.11,66.45
74,Conv,6666,26664,0.03,0.27,75759616,75.76,2841.27,65.29
75,Conv,18034,72136,0.07,0.74,232013824,232.01,3216.34,73.90
76,Conv,17168,68672,0.07,0.70,174010368,174.01,2533.93,58.22
77,Conv,18034,72136,0.07,0.74,203012096,203.01,2814.30,64.67
78,Conv,18034,72136,0.07,0.74,232013824,232.01,3216.34,73.90
79,Remap,944,3776,0.00,0.04,0,0,0,0
80,Remap,336,1344,0.00,0.01,0,0,0,0
81,Remap,640,2560,0.00,0.03,0,0,0,0
82,Conv,19587,78348,0.08,0.80,227278848,227.28,2900.89,66.66
83,Conv,9894,39576,0.04,0.40,113639424,113.64,2871.42,65.98
84,Conv,9855,39420,0.04,0.40,113639424,113.64,2882.79,66.24
85,AveragePool,18632,74528,0.07,0.76,0,0,0,0
86,Conv,17075,68300,0.07,0.70,174010368,174.01,2547.74,58.54
87,Conv,12892,51568,0.05,0.53,149151744,149.15,2892.33,66.46
88,Conv,6665,26660,0.03,0.27,75759616,75.76,2841.70,65.30
89,Conv,18034,72136,0.07,0.74,232013824,232.01,3216.34,73.90
90,Conv,17114,68456,0.07,0.70,174010368,174.01,2541.93,58.41
91,Conv,18034,72136,0.07,0.74,203012096,203.01,2814.30,64.67
92,Conv,18034,72136,0.07,0.74,232013824,232.01,3216.34,73.90
93,Remap,944,3776,0.00,0.04,0,0,0,0
94,Remap,336,1344,0.00,0.01,0,0,0,0
95,Remap,640,2560,0.00,0.03,0,0,0,0
96,Conv,19507,78028,0.08,0.80,227278848,227.28,2912.79,66.93
97,Conv,9942,39768,0.04,0.41,113639424,113.64,2857.56,65.66
98,Conv,9894,39576,0.04,0.40,113639424,113.64,2871.42,65.98
99,AveragePool,18632,74528,0.07,0.76,0,0,0,0
100,Conv,17104,68416,0.07,0.70,174010368,174.01,2543.42,58.44
101,Conv,12880,51520,0.05,0.53,149151744,149.15,2895.03,66.52
102,Conv,6665,26660,0.03,0.27,75759616,75.76,2841.70,65.30
103,Conv,18034,72136,0.07,0.74,232013824,232.01,3216.34,73.90
104,Conv,17119,68476,0.07,0.70,174010368,174.01,2541.19,58.39
105,Conv,18034,72136,0.07,0.74,203012096,203.01,2814.30,64.67
106,Conv,18034,72136,0.07,0.74,232013824,232.01,3216.34,73.90
107,Remap,944,3776,0.00,0.04,0,0,0,0
108,Remap,336,1344,0.00,0.01,0,0,0,0
109,Remap,640,2560,0.00,0.03,0,0,0,0
110,Conv,19545,78180,0.08,0.80,227278848,227.28,2907.12,66.80
111,Conv,9856,39424,0.04,0.40,113639424,113.64,2882.49,66.23
112,Conv,9937,39748,0.04,0.41,113639424,113.64,2859.00,65.69
113,AveragePool,18632,74528,0.07,0.76,0,0,0,0
114,Conv,17111,68444,0.07,0.70,174010368,174.01,2542.38,58.42
115,Conv,12976,51904,0.05,0.53,149151744,149.15,2873.61,66.03
116,Conv,6666,26664,0.03,0.27,75759616,75.76,2841.27,65.29
117,Conv,18034,72136,0.07,0.74,232013824,232.01,3216.34,73.90
118,Conv,17121,68484,0.07,0.70,174010368,174.01,2540.89,58.38
119,Conv,18034,72136,0.07,0.74,203012096,203.01,2814.30,64.67
120,Conv,18034,72136,0.07,0.74,232013824,232.01,3216.34,73.90
121,Remap,944,3776,0.00,0.04,0,0,0,0
122,Remap,336,1344,0.00,0.01,0,0,0,0
123,Remap,640,2560,0.00,0.03,0,0,0,0
124,Conv,19512,78048,0.08,0.80,227278848,227.28,2912.04,66.91
125,Conv,9929,39716,0.04,0.41,113639424,113.64,2861.30,65.75
126,Conv,9889,39556,0.04,0.40,113639424,113.64,2872.87,66.01
127,AveragePool,18632,74528,0.07,0.76,0,0,0,0
128,Conv,17073,68292,0.07,0.70,174010368,174.01,2548.03,58.55
129,Conv,12886,51544,0.05,0.53,149151744,149.15,2893.68,66.49
130,Conv,6672,26688,0.03,0.27,75759616,75.76,2838.71,65.23
131,Conv,18034,72136,0.07,0.74,232013824,232.01,3216.34,73.90
132,Conv,17079,68316,0.07,0.70,174010368,174.01,2547.14,58.53
133,Conv,18034,72136,0.07,0.74,203012096,203.01,2814.30,64.67
134,Conv,18034,72136,0.07,0.74,232013824,232.01,3216.34,73.90
135,Remap,944,3776,0.00,0.04,0,0,0,0
136,Remap,336,1344,0.00,0.01,0,0,0,0
137,Remap,640,2560,0.00,0.03,0,0,0,0
138,Conv,19509,78036,0.08,0.80,227278848,227.28,2912.49,66.92
139,Conv,9931,39724,0.04,0.41,113639424,113.64,2860.72,65.73
140,Conv,9893,39572,0.04,0.40,113639424,113.64,2871.71,65.99
141,AveragePool,18632,74528,0.07,0.76,0,0,0,0
142,Conv,17081,68324,0.07,0.70,174010368,174.01,2546.84,58.52
143,Conv,12890,51560,0.05,0.53,149151744,149.15,2892.78,66.47
144,Conv,6666,26664,0.03,0.27,75759616,75.76,2841.27,65.29
145,Conv,18034,72136,0.07,0.74,232013824,232.01,3216.34,73.90
146,Conv,17080,68320,0.07,0.70,174010368,174.01,2546.99,58.52
147,Conv,18034,72136,0.07,0.74,203012096,203.01,2814.30,64.67
148,Conv,18034,72136,0.07,0.74,232013824,232.01,3216.34,73.90
149,Remap,944,3776,0.00,0.04,0,0,0,0
150,Remap,336,1344,0.00,0.01,0,0,0,0
151,Remap,640,2560,0.00,0.03,0,0,0,0
152,Conv,19513,78052,0.08,0.80,227278848,227.28,2911.89,66.91
153,Conv,9854,39416,0.04,0.40,113639424,113.64,2883.08,66.25
154,Conv,9858,39432,0.04,0.40,113639424,113.64,2881.91,66.22
155,AveragePool,18632,74528,0.07,0.76,0,0,0,0
156,Conv,17076,68304,0.07,0.70,174010368,174.01,2547.59,58.54
157,Conv,12894,51576,0.05,0.53,149151744,149.15,2891.88,66.45
158,Conv,6753,27012,0.03,0.28,75759616,75.76,2804.67,64.45
159,Conv,18034,72136,0.07,0.74,232013824,232.01,3216.34,73.90
160,Conv,17116,68464,0.07,0.70,174010368,174.01,2541.63,58.40
161,Conv,18034,72136,0.07,0.74,203012096,203.01,2814.30,64.67
162,Conv,18034,72136,0.07,0.74,232013824,232.01,3216.34,73.90
163,Remap,336,1344,0.00,0.01,0,0,0,0
164,Remap,640,2560,0.00,0.03,0,0,0,0
165,Remap,640,2560,0.00,0.03,0,0,0,0
166,Conv,9928,39712,0.04,0.41,113639424,113.64,2861.59,65.75
167,Conv,13089,52356,0.05,0.53,151519232,151.52,2894.02,66.50
168,MaxPool,4811,19244,0.02,0.20,0,0,0,0
169,Conv,5535,22140,0.02,0.23,42467328,42.47,1918.13,44.07
170,Conv,20564,82256,0.08,0.84,265158656,265.16,3223.58,74.07
171,Conv,25624,102496,0.10,1.05,331448320,331.45,3233.77,74.31
172,Conv,10492,41968,0.04,0.43,117964800,117.96,2810.83,64.59
173,Remap,544,2176,0.00,0.02,0,0,0,0
174,Remap,192,768,0.00,0.01,0,0,0,0
175,Conv,6499,25996,0.03,0.27,50331648,50.33,1936.13,44.49
176,Conv,6830,27320,0.03,0.28,75497472,75.50,2763.45,63.50
177,Conv,6830,27320,0.03,0.28,75497472,75.50,2763.45,63.50
178,AveragePool,7112,28448,0.03,0.29,0,0,0,0
179,Conv,4921,19684,0.02,0.20,37748736,37.75,1917.74,44.07
180,Conv,4923,19692,0.02,0.20,37748736,37.75,1916.96,44.05
181,Conv,6017,24068,0.02,0.25,66060288,66.06,2744.74,63.07
182,Conv,6574,26296,0.03,0.27,50331648,50.33,1914.04,43.98
183,Conv,7915,31660,0.03,0.32,88080384,88.08,2782.07,63.93
184,Conv,6500,26000,0.03,0.27,50331648,50.33,1935.83,44.48
185,Conv,6495,25980,0.03,0.27,50331648,50.33,1937.32,44.52
186,Remap,160,640,0.00,0.01,0,0,0,0
187,Remap,160,640,0.00,0.01,0,0,0,0
188,Remap,160,640,0.00,0.01,0,0,0,0
189,Remap,160,640,0.00,0.01,0,0,0,0
190,Remap,160,640,0.00,0.01,0,0,0,0
191,Conv,6583,26332,0.03,0.27,50331648,50.33,1911.43,43.92
192,Conv,6830,27320,0.03,0.28,75497472,75.50,2763.45,63.50
193,Conv,6830,27320,0.03,0.28,75497472,75.50,2763.45,63.50
194,AveragePool,7112,28448,0.03,0.29,0,0,0,0
195,Conv,4918,19672,0.02,0.20,37748736,37.75,1918.91,44.09
196,Conv,4923,19692,0.02,0.20,37748736,37.75,1916.96,44.05
197,Conv,6017,24068,0.02,0.25,66060288,66.06,2744.74,63.07
198,Conv,6554,26216,0.03,0.27,50331648,50.33,1919.88,44.11
199,Conv,7914,31656,0.03,0.32,88080384,88.08,2782.42,63.93
200,Conv,6502,26008,0.03,0.27,50331648,50.33,1935.24,44.47
201,Conv,6498,25992,0.03,0.27,50331648,50.33,1936.43,44.50
202,Remap,160,640,0.00,0.01,0,0,0,0
203,Remap,160,640,0.00,0.01,0,0,0,0
204,Remap,160,640,0.00,0.01,0,0,0,0
205,Remap,160,640,0.00,0.01,0,0,0,0
206,Remap,160,640,0.00,0.01,0,0,0,0
207,Conv,6552,26208,0.03,0.27,50331648,50.33,1920.47,44.13
208,Conv,6830,27320,0.03,0.28,75497472,75.50,2763.45,63.50
209,Conv,6830,27320,0.03,0.28,75497472,75.50,2763.45,63.50
210,AveragePool,7112,28448,0.03,0.29,0,0,0,0
211,Conv,5001,20004,0.02,0.20,37748736,37.75,1887.06,43.36
212,Conv,4917,19668,0.02,0.20,37748736,37.75,1919.30,44.10
213,Conv,6017,24068,0.02,0.25,66060288,66.06,2744.74,63.07
214,Conv,6499,25996,0.03,0.27,50331648,50.33,1936.13,44.49
215,Conv,7914,31656,0.03,0.32,88080384,88.08,2782.42,63.93
216,Conv,6500,26000,0.03,0.27,50331648,50.33,1935.83,44.48
217,Conv,6497,25988,0.03,0.27,50331648,50.33,1936.73,44.50
218,Remap,160,640,0.00,0.01,0,0,0,0
219,Remap,160,640,0.00,0.01,0,0,0,0
220,Remap,160,640,0.00,0.01,0,0,0,0
221,Remap,160,640,0.00,0.01,0,0,0,0
222,Remap,160,640,0.00,0.01,0,0,0,0
223,AveragePool,49352,197408,0.20,2.02,0,0,0,0
224,Fc,25212,100848,0.10,1.03,3072000,3.07,30.46,95.19
